球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,3.26,3,3,0,2,1,0,0,0,0,0,0,19.1,17,2,12,4,0,7,7,1.09,0.246,2.84,-
東京ドーム,4.50,2,2,0,0,0,0,0,0,0,0,0,12.0,9,1,8,0,0,7,6,0.75,0.205,6.23,-
横浜,1.29,1,1,0,1,0,0,0,0,0,0,0,7.0,5,1,5,0,0,1,1,0.71,0.192,5.63,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,3.38,4,4,0,1,1,0,0,0,0,0,0,26.2,27,2,14,5,0,10,10,1.2,0.262,3.10,-
バンテリンドーム,7.50,1,1,0,0,1,0,0,0,0,0,0,6.0,10,2,2,1,0,5,5,1.83,0.37,2.57,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.96,2,1,1,0,0,0,0,0,0,0,0,9.1,6,0,5,1,0,1,1,0.75,0.188,1.13,99.00
ベルーナドーム,0.00,1,1,0,0,0,0,0,0,0,0,0,7.2,4,0,3,1,0,0,0,0.65,0.16,1.13,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
