防御率3.07,試合14,先発13,救援1,連投(試)0,連投(日)0,勝利4,敗戦3,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投1,完封1,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.571,88.0,348,1292,14.7,78,8,49,12,3,0,1,0,31,30,1.02,69.2%
