打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,35,7,0.2,2,6,3,1,0,0.263
2打席目,31,9,0.29,2,3,2,2,1,0.324
3打席目,29,5,0.172,0,9,0,4,0,0.172
4打席目,18,4,0.222,0,4,1,1,0,0.263
5打席目以上,3,1,0.333,0,2,0,0,0,0.333
