アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,33,28.0%,安打,32,74.4%
フライ,46,39.0%,四死球,8,18.6%
空三振,28,23.7%,失策出塁,3,7.0%
見三振,3,2.5%,野選,0,0.0%
犠打,8,6.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
