左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.0% (49),45.0% (49),45.0% (49),25.7% (28),25.7% (28),25.7% (28),29.4% (32),29.4% (32),29.4% (32)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
28.6% (8),100.0% (4),48.1% (37),32.1% (9),0.0% (0),24.7% (19),39.3% (11),0.0% (0),27.3% (21)
