球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.195,31,89,77,8,15,0,0,1,18,4,18,2,0,2,7,1,0,0,0,.232,.234,0.465
エスコンＦ,.000,3,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
ZOZOマリン,.333,7,13,9,1,3,0,0,0,3,1,3,2,0,2,0,0,0,0,0,.538,.333,0.872
楽天モバイル,.231,6,14,13,0,3,0,0,0,3,3,2,0,0,0,0,1,0,0,0,.214,.231,0.445
京セラD大阪,.364,4,11,11,2,4,1,0,2,11,7,1,0,0,0,0,0,0,0,0,.364,1.000,1.364
ベルーナドーム,.100,5,11,10,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,.100,.100,0.2
Pa その他,.000,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.200,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.200,.200,0.4
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.500,2,6,6,3,3,1,0,1,7,4,1,0,0,0,0,0,0,0,0,.500,1.167,1.667
神宮,.500,1,4,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.500,.750,1.25
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
