左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.5% (118),51.5% (118),51.5% (118),21.4% (49),21.4% (49),21.4% (49),27.1% (62),27.1% (62),27.1% (62)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
63.5% (40),100.0% (1),46.7% (77),23.8% (15),0.0% (0),20.6% (34),12.7% (8),0.0% (0),32.7% (54)
