条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.192,204,177,34,6,1,1,30,7,3,15,2
対左投手,0.297,115,101,30,5,1,0,15,8,0,6,0
