球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,305,48.6%,146.6,32,59,54,108,47.5%,23.2%,0.2,60,12,1,12,6,0
フォーク,236,37.6%,137.7,37,28,36,82,42.8%,29.4%,0.188,69,13,0,16,7,0
スライダー,87,13.9%,130.6,13,16,11,38,46.0%,39.4%,0.067,15,1,0,6,0,0
