種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,16.2,3,2,1,0,2,1,0,1,0,0,0,6.2,16,2,0,2,0,13,12,2.7,0.471,1.5,-
Visitor,5.57,5,5,0,2,2,0,0,0,0,0,0,21.0,26,1,9,7,2,15,13,1.57,0.321,4.5,-
