種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.5,1,1,0,1,0,0,0,0,0,0,0,6.0,6,1,2,2,0,1,1,1.33,0.273,5.14,-
Nighter,9.97,7,6,1,1,4,1,0,1,0,0,0,21.2,36,2,7,7,2,27,24,1.98,0.387,3.6,-
