アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,30,38.5%,安打,42,75.0%
フライ,33,42.3%,四死球,11,19.6%
空三振,7,9.0%,失策出塁,3,5.4%
見三振,2,2.6%,野選,0,0.0%
犠打,6,7.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
