球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,131,27.2%,129.0,1,35,15,49,38.9%,2.1%,0.407,27,11,1,1,3,2
シンカー,93,19.3%,119.0,13,3,10,40,28.0%,26.0%,0.182,33,6,0,6,4,0
スライダー,84,17.4%,118.2,2,22,17,31,48.8%,6.5%,0.182,11,2,0,1,0,0
カットボール,71,14.7%,126.2,2,15,20,15,52.1%,4.9%,0.556,18,10,0,0,1,0
シュート,52,10.8%,128.0,1,13,11,11,48.1%,3.6%,0.412,17,7,0,1,0,0
カーブ,30,6.2%,110.0,0,12,3,11,50.0%,0.0%,0.5,4,2,1,0,0,0
チェンジアップ,21,4.4%,110.2,1,1,3,11,23.8%,11.1%,0.8,5,4,1,0,0,0
