条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.324,36,34,11,3,0,1,5,0,0,1,1
対左打者,0.269,27,26,7,1,0,0,4,1,0,0,0
