条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.412,19,17,7,0,0,1,0,0,2,0,0,0.474
1-0より,.250,12,12,3,0,0,0,0,0,0,0,0,0.25
2-0より,.200,5,5,1,1,0,0,0,0,0,0,0,0.2
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.412,17,17,7,1,0,2,0,0,0,0,0,0.412
1-1より,.667,13,12,8,1,0,2,0,0,1,0,0,0.692
2-1より,.600,5,5,3,0,0,0,0,0,0,0,0,0.6
3-1より,.000,4,2,0,0,0,0,0,2,0,0,0,0.5
0-2より,.000,19,18,0,0,0,0,11,0,1,0,0,0.053
1-2より,.143,51,49,7,3,0,2,31,0,0,0,2,0.137
2-2より,.125,65,64,8,1,0,3,32,0,1,0,0,0.138
3-2より,.161,40,31,5,0,0,1,16,8,1,0,0,0.35
