球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.198,29,90,81,9,16,0,0,6,34,18,36,6,0,3,0,0,0,0,1,.278,.420,0.698
甲子園,.067,5,15,15,0,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,.067,.067,0.133
横浜,.250,8,28,24,2,6,1,0,1,10,5,9,2,0,1,0,1,1,0,0,.321,.417,0.738
マツダスタジアム,.121,9,36,33,1,4,1,0,1,8,2,12,3,0,0,0,0,0,0,0,.194,.242,0.437
神宮,.385,6,26,26,4,10,1,0,3,20,11,8,0,0,0,0,0,0,0,0,.385,.769,1.154
バンテリンドーム,.265,10,39,34,1,9,3,0,0,12,2,10,2,0,2,0,1,0,0,1,.333,.353,0.686
Ce その他,.286,5,7,7,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,.286,.429,0.714
みずほPayPay,.000,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.125,2,8,8,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,.125,.125,0.25
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
