種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.44,25,0,25,4,1,19,0,23,4,4,1,25.0,14,2,30,5,2,4,4,0.76,0.165,-,6.25
Visitor,0.7,26,0,26,1,1,20,0,21,1,1,1,25.2,14,1,26,8,0,2,2,0.86,0.165,-,12.83
