球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,431,56.6%,151.4,40,94,103,126,55.0%,19.0%,.226,93,21,1,28,8,2
スライダー,150,19.7%,131.4,29,24,20,53,48.7%,39.7%,.114,35,4,2,11,1,0
フォーク,141,18.5%,142.5,23,18,30,51,50.4%,31.9%,.057,35,2,0,16,1,0
カーブ,19,2.5%,122.6,0,5,2,8,36.8%,0.0%,.250,4,1,0,0,0,0
カットボール,13,1.7%,142.3,2,3,4,2,69.2%,25.0%,.000,3,0,0,1,0,0
ナックルカーブ,8,1.0%,121.4,0,3,0,5,37.5%,-%,-,0,0,0,0,1,0
