アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,30,21.6%,安打,34,66.7%
フライ,61,43.9%,四死球,16,31.4%
空三振,31,22.3%,失策出塁,1,2.0%
見三振,12,8.6%,野選,0,0.0%
犠打,5,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
