条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.206,123,107,22,5,0,5,35,8,2,3,3
対左打者,0.203,67,59,12,2,0,3,8,6,0,2,0
