球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,320,46.7%,132.5,50,57,47,95,48.1%,29.8%,0.179,95,17,3,26,5,0
ストレート,215,31.4%,145.8,18,48,44,68,51.2%,18.2%,0.167,48,8,2,15,4,0
シュート,105,15.3%,144.3,5,11,25,50,39.0%,11.4%,0.357,14,5,1,2,0,2
カットボール,24,3.5%,137.7,3,6,2,8,45.8%,30.0%,0.4,5,2,2,0,0,0
カーブ,21,3.1%,106.8,2,7,1,7,47.6%,28.6%,0.5,4,2,0,0,0,0
