打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,73,18,0.247,2,13,8,0,0,0.321
2打席目,78,19,0.244,1,15,3,0,0,0.272
3打席目,67,21,0.313,1,9,12,0,2,0.407
4打席目,65,16,0.246,0,11,12,1,0,0.364
5打席目以上,32,10,0.313,1,6,5,0,0,0.405
