球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.171,25,47,41,3,7,3,0,0,10,2,9,2,0,2,2,0,0,0,0,.244,.244,0.488
東京ドーム,.000,4,9,8,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,.000,.000,0.0
甲子園,.429,4,15,14,0,6,0,0,0,6,0,4,0,0,1,0,0,0,0,0,.467,.429,0.895
横浜,.000,3,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
神宮,.200,5,17,15,0,3,1,0,0,4,0,4,2,0,0,0,0,0,0,0,.294,.267,0.561
バンテリンドーム,.400,5,6,5,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,.400,.400,0.8
Ce その他,.000,1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.083,3,12,12,1,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,.083,.083,0.167
ZOZOマリン,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
