球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,69,42.1%,144.0,5,15,14,25,49.3%,17.2%,0.154,13,2,0,4,1,0
スライダー,41,25.0%,124.4,1,10,7,12,43.9%,5.3%,0.364,11,4,0,0,0,0
ツーシーム,27,16.5%,137.0,0,4,9,7,48.1%,0.0%,0.143,7,1,0,0,1,0
チェンジアップ,20,12.2%,119.2,5,3,2,6,50.0%,45.5%,0.0,5,0,0,1,0,0
カットボール,4,2.4%,134.3,0,0,1,2,25.0%,0.0%,1.0,1,1,0,0,0,0
カーブ,3,1.8%,98.0,0,0,0,2,0.0%,0.0%,0.0,1,0,0,0,0,1
