条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.350,21,20,7,1,0,0,1,1,0,0,0,.381
1塁,.111,11,9,1,0,0,0,2,0,1,1,0,.200
2塁,.000,4,3,0,0,0,0,1,1,0,0,0,.250
3塁,.000,2,2,0,0,0,0,1,0,0,0,0,.000
1・2塁,.000,2,2,0,0,0,0,0,0,0,0,0,.000
1・3塁,.000,2,2,0,0,0,0,0,0,0,0,0,.000
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,-
満塁,-,0,0,0,0,0,0,0,0,0,0,0,-
得点圏,.000,10,9,0,0,0,0,2,1,0,0,0,.100
