アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,15,48.4%,安打,8,72.7%
フライ,10,32.3%,四死球,3,27.3%
空三振,4,12.9%,失策出塁,0,0.0%
見三振,1,3.2%,野選,0,0.0%
犠打,1,3.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
