左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
52.5% (104),52.5% (104),52.5% (104),25.3% (50),25.3% (50),25.3% (50),22.2% (44),22.2% (44),22.2% (44)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
57.1% (32),100.0% (5),48.9% (67),33.9% (19),0.0% (0),22.6% (31),8.9% (5),0.0% (0),28.5% (39)
