打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.217,24,72,69,5,15,2,0,2,23,7,17,0,0,3,0,0,0,1,1,0.25,0.333,0.583
Nighter,0.236,63,214,195,17,46,8,0,3,63,14,45,13,1,0,3,3,0,2,1,0.28,0.323,0.603
