条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.218,169,156,34,5,0,4,36,5,3,3,2
対左投手,0.25,117,108,27,5,0,1,26,8,0,0,1
