球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,293,45.1%,146.9,22,50,60,108,45.1%,16.3%,.270,63,17,2,12,7,1
スライダー,81,12.5%,130.6,10,14,9,31,40.7%,27.8%,.208,24,5,0,7,0,0
カットボール,78,12.0%,138.3,9,11,9,36,37.2%,29.0%,.235,17,4,1,4,3,0
チェンジアップ,61,9.4%,128.6,16,7,7,17,49.2%,43.2%,.111,18,2,0,5,0,0
フォーク,56,8.6%,135.6,12,4,8,25,42.9%,44.4%,.000,15,0,0,8,1,0
カーブ,24,3.7%,120.6,5,6,3,7,58.3%,45.5%,.200,5,1,0,2,1,0
ツーシーム,23,3.5%,142.6,1,2,6,8,39.1%,7.7%,.500,6,3,0,0,1,0
スプリット,21,3.2%,134.6,3,2,4,9,42.9%,30.0%,.000,3,0,0,1,0,0
縦スライダー,5,0.8%,132.4,2,0,0,3,40.0%,100.0%,.000,1,0,0,1,0,0
シュート,5,0.8%,143.3,0,1,2,0,60.0%,0.0%,.000,2,0,0,0,0,0
スローカーブ,1,0.2%,103.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ナックルカーブ,1,0.2%,126.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
シンカー,1,0.2%,-,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
