アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,39,31.0%,安打,32,66.7%
フライ,47,37.3%,四死球,15,31.3%
空三振,31,24.6%,失策出塁,0,0.0%
見三振,9,7.1%,野選,1,2.1%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
