先発出場,先発出場.1,先発出場.2,途中出場,途中出場.1,途中出場.2,途中出場.3,途中交代,途中交代.1,途中交代.2,途中交代.3,途中交代.4
5,0,5,4,12,11,27,2,0,0,0,2
