条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.250,14,12,3,0,0,0,0,5,2,0,0,0,.357
1塁,.571,12,7,4,0,0,0,0,1,3,0,2,0,.700
2塁,-,1,0,0,0,0,0,0,0,1,0,0,0,1.000
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,.000
1・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,-,1,0,0,0,0,0,1,0,1,0,0,0,1.000
得点圏,.000,4,2,0,0,0,0,1,1,2,0,0,0,.500
