左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
35.7% (5),35.7% (5),35.7% (5),21.4% (3),21.4% (3),21.4% (3),42.9% (6),42.9% (6),42.9% (6)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
57.1% (4),- (0),14.3% (1),28.6% (2),- (0),14.3% (1),14.3% (1),- (0),71.4% (5)
