条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.318,24,22,7,2,0,1,0,1,0,1,0,.348
1-0より,.357,15,14,5,2,0,0,0,0,0,1,0,.357
2-0より,.000,2,2,0,0,0,0,0,0,0,0,0,.000
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.444,9,9,4,1,0,1,0,0,0,0,0,.444
1-1より,.500,12,12,6,1,0,0,0,0,0,0,0,.500
2-1より,.333,6,6,2,0,0,0,0,0,0,0,0,.333
3-1より,-,3,0,0,0,0,0,0,3,0,0,0,1.000
0-2より,.182,22,22,4,0,0,1,11,0,0,0,0,.182
1-2より,.150,40,40,6,0,0,0,19,0,0,0,0,.150
2-2より,.231,26,26,6,0,1,0,10,0,0,0,0,.231
3-2より,.333,14,9,3,0,0,0,2,5,0,0,0,.571
