左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.5% (36),30.5% (36),30.5% (36),23.7% (28),23.7% (28),23.7% (28),45.8% (54),45.8% (54),45.8% (54)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
22.5% (9),33.3% (1),34.7% (26),37.5% (15),0.0% (0),17.3% (13),40.0% (16),66.7% (2),48.0% (36)
