守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.364,3,11,11,2,4,1,0,1,8,2,5,0,0,0,0,0,0,0,0,.364,.727,1.091
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.211,12,44,38,4,8,0,0,0,8,3,9,3,0,3,0,0,1,1,0,.318,.211,0.529
中堅手,.400,4,17,15,1,6,0,0,1,9,7,3,0,0,1,1,0,1,0,0,.438,.600,1.038
右翼手,.195,12,49,41,7,8,0,1,0,10,0,13,7,0,1,0,0,1,0,0,.327,.244,0.57
指名打者,.333,9,33,30,2,10,4,0,0,14,4,5,3,0,0,0,0,0,0,0,.394,.467,0.861
途中出場,.318,25,27,22,1,7,1,0,0,8,2,1,3,1,1,1,0,0,0,0,.423,.364,0.787
