打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,33,8,0.242,0,10,7,0,0,0.375
2打席目,33,10,0.303,0,6,6,0,0,0.41
3打席目,38,12,0.316,2,8,1,0,0,0.333
4打席目,25,4,0.16,0,10,4,1,0,0.276
5打席目以上,6,2,0.333,0,1,0,0,0,0.333
