左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.8% (49),40.8% (49),40.8% (49),23.3% (28),23.3% (28),23.3% (28),35.8% (43),35.8% (43),35.8% (43)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
39.0% (16),100.0% (2),40.3% (31),36.6% (15),0.0% (0),16.9% (13),24.4% (10),0.0% (0),42.9% (33)
