打率.274,試合65,打席181,打数157,得点17,安打43,内安5,内安率11.6,２Ｂ6,３Ｂ1,本塁2,HR勝敗1-1-0,塁打57,打点18,三振36
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
16,1,6,2,0,3,1,75.0,0,0,1,.333,.363,.363,.726
