チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.429,3,8,7,1,3,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0.5,0.571,1.071
阪神,0.5,1,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.667,0.5,1.167
ＤｅＮＡ,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
広島,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ヤクルト,0.25,1,4,4,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0.25,0.5,0.75
中日,0.25,3,8,8,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5
