球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.203,49,180,158,12,32,6,0,5,53,15,50,21,0,0,0,1,0,0,4,.294,.335,0.63
みずほPayPay,.192,7,29,26,4,5,1,0,2,12,5,7,3,0,0,0,0,0,0,0,.276,.462,0.737
エスコンＦ,.355,8,33,31,4,11,3,0,3,23,6,10,2,0,0,0,0,0,0,0,.394,.742,1.136
楽天モバイル,.281,9,35,32,5,9,0,0,1,12,4,7,2,0,1,0,0,0,0,0,.343,.375,0.718
京セラD大阪,.160,8,26,25,1,4,2,0,1,9,5,4,1,0,0,0,0,0,0,0,.192,.360,0.552
ベルーナドーム,.190,7,24,21,1,4,0,0,0,4,1,7,2,0,1,0,0,0,0,0,.292,.190,0.482
Pa その他,.400,5,16,15,1,6,1,0,0,7,3,3,1,0,0,0,0,0,0,0,.438,.467,0.904
東京ドーム,.429,2,8,7,1,3,1,0,1,7,5,2,0,0,0,0,1,0,0,0,.375,1.000,1.375
甲子園,.000,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
横浜,.250,2,5,4,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,.400,.250,0.65
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.125,2,8,8,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,.125,.125,0.25
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
