打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.294,32,123,109,13,32,5,0,7,58,18,31,12,0,1,0,1,0,0,1,0.366,0.532,0.898
Nighter,0.199,70,244,221,18,44,9,0,6,71,26,67,20,0,2,0,1,0,0,3,0.27,0.321,0.592
