打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
2番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
3番,.286,9,41,35,2,10,2,0,1,15,9,11,6,0,0,0,0,0,0,1,.390,.429,0.819
4番,.199,44,176,161,16,32,6,0,8,62,18,41,11,0,2,0,2,0,0,2,.256,.385,0.641
5番,.246,17,64,57,8,14,4,0,2,24,4,17,7,0,0,0,0,0,0,1,.328,.421,0.749
6番,.333,14,53,48,5,16,1,0,2,23,10,16,5,0,0,0,0,0,0,0,.396,.479,0.875
7番,.211,5,19,19,0,4,1,0,0,5,2,7,0,0,0,0,0,0,0,0,.211,.263,0.474
8番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
9番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
