チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
阪神,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ＤｅＮＡ,11.25,1,1,0,0,0,0,0,0,0,0,0,4.0,8,0,2,0,1,6,5,2.0,0.4,18.00,-
広島,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ヤクルト,5.40,1,1,0,0,0,0,0,0,0,0,0,6.2,6,1,7,2,1,4,4,1.2,0.25,6.00,-
中日,0.00,1,1,0,0,0,0,0,0,0,0,0,6.0,4,0,2,1,1,0,0,0.83,0.182,0.00,-
