アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,108,29.6%,安打,129,78.2%
フライ,159,43.6%,四死球,35,21.2%
空三振,69,18.9%,失策出塁,1,0.6%
見三振,23,6.3%,野選,0,0.0%
犠打,6,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
