条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.215,303,265,57,14,1,3,77,29,3,4,2
対左打者,0.201,296,274,55,8,0,4,66,16,1,3,2
