球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
エスコンＦ,1.80,11,11,0,6,1,0,0,0,0,0,0,75.0,56,3,76,20,3,18,15,1.01,0.207,4.74,-
みずほPayPay,1.42,1,1,0,0,0,0,0,0,0,0,0,6.1,4,0,8,4,0,1,1,1.26,0.182,2.57,-
ZOZOマリン,4.76,1,1,0,0,0,0,0,0,0,0,0,5.2,7,1,5,0,0,4,3,1.24,0.292,6.00,-
楽天モバイル,1.50,2,2,0,1,1,0,0,0,0,0,0,12.0,6,1,14,5,1,3,2,0.92,0.14,6.43,-
京セラD大阪,1.33,3,3,0,0,2,0,0,0,0,0,0,20.1,19,1,15,7,0,4,3,1.28,0.26,0.39,-
ベルーナドーム,0.71,2,2,0,1,0,0,0,0,0,0,0,12.2,13,0,15,6,0,5,1,1.5,0.245,7.71,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,1.06,2,2,0,1,1,0,0,0,0,0,0,17.0,7,1,10,3,0,2,2,0.59,0.132,2.00,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
