条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.198,365,334,66,14,0,6,91,28,3,0,0,0.266
1塁,0.273,106,99,27,5,0,0,19,3,0,4,0,0.294
2塁,0.2,46,40,8,1,1,0,8,6,0,0,0,0.304
3塁,0.364,15,11,4,1,0,0,3,4,0,0,0,0.533
1・2塁,0.154,31,26,4,1,0,1,12,2,1,2,0,0.241
1・3塁,0.133,18,15,2,0,0,0,5,1,0,1,1,0.176
2・3塁,0.2,9,5,1,0,0,0,1,1,0,0,3,0.222
満塁,0.0,9,9,0,0,0,0,4,0,0,0,0,0.0
得点圏,0.179,128,106,19,3,1,1,33,14,1,3,4,0.272
