条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.250,54,48,12,3,0,2,0,0,0,5,1,0.245
1-0より,.455,36,33,15,5,0,1,0,0,1,1,1,0.457
2-0より,.455,11,11,5,0,0,0,0,0,0,0,0,0.455
3-0より,-,12,0,0,0,0,0,0,12,0,0,0,1.0
0-1より,.284,67,67,19,1,0,1,0,0,0,0,0,0.284
1-1より,.300,52,50,15,3,1,0,0,0,1,0,1,0.308
2-1より,.276,30,29,8,3,0,0,0,0,0,0,1,0.267
3-1より,.385,28,13,5,1,0,0,0,15,0,0,0,0.714
0-2より,.141,64,64,9,1,0,0,33,0,0,0,0,0.141
1-2より,.085,95,94,8,1,0,1,45,0,0,1,0,0.085
2-2より,.071,86,84,6,3,0,0,44,0,2,0,0,0.093
3-2より,.217,64,46,10,1,0,2,21,18,0,0,0,0.438
