チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.0,4,7,5,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0.0,0.0,0.0
阪神,0.286,5,9,7,1,2,1,0,0,3,0,4,0,0,0,2,0,0,0,0,0.286,0.429,0.714
ＤｅＮＡ,0.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
広島,0.333,3,8,6,1,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0.333,0.333,0.667
中日,0.25,4,6,4,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0.25,0.25,0.5
