条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.192,84,78,15,2,0,4,4,22,6,0,0,0,0.25
1塁,0.25,31,28,7,0,0,0,0,6,3,0,0,0,0.323
2塁,0.111,10,9,1,0,0,0,1,3,1,0,0,0,0.2
3塁,0.0,5,4,0,0,0,0,0,0,1,0,0,0,0.2
1・2塁,0.167,14,12,2,0,0,1,4,2,2,0,0,0,0.286
1・3塁,0.6,6,5,3,1,0,0,3,1,1,0,0,0,0.667
2・3塁,0.0,3,2,0,0,0,0,1,0,0,0,0,1,0.0
満塁,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
得点圏,0.182,39,33,6,1,0,1,9,7,5,0,0,1,0.282
