アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,17.9%,安打,28,66.7%
フライ,57,50.9%,四死球,14,33.3%
空三振,32,28.6%,失策出塁,0,0.0%
見三振,3,2.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
