アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,43.8%,安打,2,66.7%
フライ,5,31.3%,四死球,1,33.3%
空三振,2,12.5%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,2,12.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
