球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,442,45.2%,149.4,31,94,81,172,46.6%,17.6%,.143,84,12,1,22,12,4
フォーク,379,38.8%,139.0,60,61,74,119,51.5%,30.2%,.208,101,21,2,36,6,0
カットボール,86,8.8%,139.7,7,15,21,32,50.0%,17.9%,.214,14,3,1,4,2,0
スライダー,64,6.6%,126.8,5,9,14,27,43.8%,17.9%,.273,11,3,0,2,0,1
シュート,6,0.6%,146.4,0,1,2,3,50.0%,0.0%,-,0,0,0,0,0,0
