条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.350,26,20,7,1,0,0,0,2,1,2,1,0.417
1-0より,.250,12,12,3,0,0,0,0,0,0,0,0,0.25
2-0より,.000,3,3,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,4,0,0,0,0,0,0,4,0,0,0,1.0
0-1より,.235,17,17,4,0,0,1,0,0,0,0,0,0.235
1-1より,.167,19,18,3,1,0,0,0,0,1,0,0,0.211
2-1より,.556,9,9,5,1,1,0,0,0,0,0,0,0.556
3-1より,.000,14,4,0,0,0,0,0,10,0,0,0,0.714
0-2より,.045,22,22,1,0,0,0,11,0,0,0,0,0.045
1-2より,.125,41,40,5,0,0,0,20,0,1,0,0,0.146
2-2より,.179,41,39,7,0,1,1,19,0,2,0,0,0.22
3-2より,.154,32,26,4,1,0,2,14,6,0,0,0,0.313
