種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.61,29,0,29,3,0,5,0,8,3,3,0,28.0,19,2,32,11,4,6,5,1.07,0.192,-,4.67
Nighter,2.27,34,0,34,4,1,9,0,13,4,4,1,31.2,20,2,32,11,1,8,8,0.98,0.18,-,3.96
