HQS率-,SQS率-,被打率.215,被BABIP.266,被出塁率.309,被長打率.273,K/BB1.80,K/96.81,BB/93.79,HR/90.25,GO/AO1.30,援護率-,IPR3.57,NHB%35.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.88,79.3%,2.95,0.35,1.78,367,5.0,0,0,35.2,10,14,34,
