球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,203,37.1%,147.4,11,33,35,88,38.9%,13.4%,0.293,41,12,1,9,6,1
カットボール,148,27.1%,132.4,16,31,20,45,45.3%,22.2%,0.19,42,8,0,8,5,1
フォーク,107,19.6%,138.2,11,7,19,48,34.6%,21.2%,0.2,25,5,0,3,0,0
スライダー,46,8.4%,133.7,11,13,5,11,63.0%,50.0%,0.1,10,1,0,4,0,0
縦スライダー,43,7.9%,128.0,9,10,6,18,58.1%,60.0%,0.0,3,0,0,3,2,0
