種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.59,14,0,14,1,1,10,0,11,1,1,1,11.1,6,0,8,3,1,2,2,0.79,0.162,-,5.67
Visitor,2.96,26,0,26,3,3,12,0,15,3,3,3,24.1,20,1,19,12,1,8,8,1.32,0.238,-,3.04
