打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.293,52,211,188,15,55,8,1,2,71,18,23,19,0,3,1,0,5,1,4,0.367,0.378,0.744
Visitor,0.264,55,244,216,18,57,7,2,1,71,14,40,22,0,2,1,3,3,2,2,0.333,0.329,0.662
