球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.290,45,183,162,14,47,7,1,2,62,16,22,17,0,3,1,0,5,1,4,.368,.383,0.751
甲子園,.349,11,48,43,4,15,0,1,0,17,2,6,4,0,1,0,0,0,0,1,.417,.395,0.812
横浜,.250,7,32,32,4,8,1,0,0,9,0,6,0,0,0,0,0,1,0,0,.250,.281,0.531
マツダスタジアム,.250,11,48,44,1,11,2,0,0,13,2,9,3,0,0,1,0,0,1,1,.298,.295,0.593
神宮,.259,7,32,27,2,7,1,0,0,8,3,5,4,0,0,0,1,1,0,0,.344,.296,0.64
バンテリンドーム,.222,10,43,36,4,8,1,1,0,11,5,5,5,0,1,0,1,1,0,0,.326,.306,0.631
Ce その他,.263,5,20,19,1,5,0,0,0,5,0,1,1,0,0,0,0,0,0,0,.300,.263,0.563
みずほPayPay,.083,3,14,12,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,.214,.083,0.298
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.100,3,13,10,1,1,0,0,1,4,2,2,2,0,0,0,1,0,1,0,.231,.400,0.631
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.474,5,22,19,1,9,3,0,0,12,2,5,3,0,0,0,0,0,0,0,.545,.632,1.177
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
