打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.248,48,153,137,7,34,5,0,0,39,8,29,9,1,0,5,2,2,0,8,0.291,0.285,0.575
Visitor,0.195,41,144,128,16,25,3,0,5,43,9,35,9,2,1,5,1,4,2,0,0.252,0.336,0.588
