条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.216,198,176,38,4,0,3,42,13,1,7,1
対左投手,0.236,99,89,21,4,0,2,22,5,0,3,2
